Matrix size (N),Eigenvalue 1,Eigenvalue 2,Eigenvalue 3,Eigenvalue 4,Eigenvalue 5,Eigenvalue 6,Eigenvalue 7,Eigenvalue 8,Eigenvalue 9,Eigenvalue 10
152,-7.75917702727794,-7.511686779248642,-7.372432737431207,-7.291033088700673,-7.238816544762111,-7.202784114564455,-7.176507675451834,-7.156511713028446,-7.140772664257629,-7.128039512468494
153,-7.767706785294562,-7.520217365670366,-7.380964593217401,-7.299566688798609,-7.2473523669610564,-7.211322644500818,-7.185049398840853,-7.165057120437428,-7.149322246242666,-7.13659376449749
154,-7.776181073360762,-7.5286924535141475,-7.389440930048416,-7.308044736113486,-7.255832594045134,-7.219805523903781,-7.193535412068556,-7.173546744089191,-7.157815962849193,-7.145092058880001
155,-7.784600601397046,-7.5371127626392385,-7.397862464257492,-7.316467947121218,-7.264257942016006,-7.228233477166189,-7.201966434293936,-7.18198130970836,-7.166254543917619,-7.153535129191003
156,-7.792966064763184,-7.545479002343675,-7.406229901113944,-7.324837026888885,-7.272629120148367,-7.236607208008531,-7.210343178458143,-7.19036152731351,-7.174638698210578,-7.161923687755781
157,-7.801278162138808,-7.553791855322876,-7.41454393011817,-7.3331526701267284,-7.28094681904437,-7.24492741162748,-7.218666338065168,-7.198688093209239,-7.182969128442975,-7.170258435713968
158,-7.809537560101868,-7.562051998476773,-7.422805229425408,-7.34141555174979,-7.2892117194280726,-7.253194769418219,-7.226936593688176,-7.2069616937921905,-7.191246516742896,-7.178540062313383
159,-7.8177449301739115,-7.570260097658631,-7.431014463451104,-7.34962633976571,-7.297424487931828,-7.261409949323117,-7.235154618224784,-7.215182997800433,-7.199471538616072,-7.186769241199303
160,-7.82590092620064,-7.578416810251485,-7.4391722861447604,-7.357785685679596,-7.305585777424377,-7.269573603903155,-7.243321065862378,-7.223352664019133,-7.207644853468846,-7.194946636375487
161,-7.834006185910567,-7.5865227684093135,-7.4472793355800935,-7.365894231441916,-7.313696229453182,-7.277686378566102,-7.251436579462325,-7.23147133837965,-7.215767108408578,-7.2030728948565725
162,-7.842061326508416,-7.594578601984225,-7.455336242427624,-7.373952605653893,-7.321756477496852,-7.285748904258032,-7.259501795167243,-7.239539652268685,-7.223838936762809,-7.211148652604196
163,-7.850066981277039,-7.602584931141527,-7.463343619969012,-7.381961425304293,-7.329767135303683,-7.293761800002642,-7.267517329567938,-7.247558231598537,-7.231860964926975,-7.219174537898709
164,-7.858023736471535,-7.610542352182009,-7.47130207666373,-7.38992129819673,-7.337728810109054,-7.3017256731160325,-7.275483791929615,-7.255527684014706,-7.239833804222184,-7.227151162749642
165,-7.865932196090612,-7.618451467819516,-7.47921220550184,-7.3978328161892035,-7.345642098199465,-7.309641118861467,-7.283401785040936,-7.263448607850973,-7.247758053886217,-7.2350791320925705
166,-7.87379294627127,-7.626312857244259,-7.4870745876364415,-7.405696564011649,-7.353507587075368,-7.317508725905329,-7.291271888587381,-7.271321594856856,-7.255634306562981,-7.242959034539309
167,-7.88160654541289,-7.63412709047897,-7.494889801471174,-7.4135131162834,-7.361325848105586,-7.325329066371007,-7.299094685400411,-7.27914722018409,-7.263463139388895,-7.250791451493475
168,-7.889373580973181,-7.641894735634648,-7.502658406656503,-7.42128303759595,-7.369097447794529,-7.3331027086417695,-7.306870736649089,-7.286926052247308,-7.271245118491203,-7.258576955310404
169,-7.897094573106993,-7.649616344030876,-7.510380955280602,-7.429006879960419,-7.376822939605393,-7.340830205863536,-7.314600602148189,-7.294658646651973,-7.278980807972575,-7.26631610203331
170,-7.904770084976931,-7.657292450668119,-7.518057990166838,-7.436685186573224,-7.384502864212381,-7.348512104376748,-7.322284826263555,-7.302345551679671,-7.286670753094548,-7.274009445168718
171,-7.912400648494937,-7.664923596902602,-7.525690046637606,-7.444318491641441,-7.3921377592839725,-7.356148936984229,-7.32992394394978,-7.309987306322234,-7.294315493330798,-7.2816575237269765
172,-7.919986778485488,-7.672510306776894,-7.533277649805797,-7.451907318940799,-7.399728152148082,-7.363741232616132,-7.33751848616066,-7.317584437232307,-7.301915556597202,-7.289260868553604
173,-7.927528988826251,-7.680053088615421,-7.540821313621066,-7.459452185471027,-7.407274555767697,-7.37128950545687,-7.34506896750856,-7.325137461942672,-7.3094714646558065,-7.296820000680882
174,-7.935027802356628,-7.6875524498943575,-7.548321540160184,-7.466953599188631,-7.414777478073979,-7.378794268033466,-7.352575897118421,-7.332646891513088,-7.316983729731378,-7.304335432906506
175,-7.9424837029604145,-7.695008890731286,-7.555778829752866,-7.474412053433818,-7.4222374170115515,-7.386256015760008,-7.360039776928076,-7.340113228616342,-7.3244528510877736,-7.311807668755079
176,-7.949897168831922,-7.702422899599933,-7.56319367277344,-7.481828041742656,-7.429654867278407,-7.393675238379798,-7.367461094746978,-7.347536964415796,-7.331879323630423,-7.319237203233233
177,-7.957268692165681,-7.709794956933735,-7.570566548142547,-7.489202043023676,-7.437030299793919,-7.401052422501175,-7.374840336895147,-7.354918582107504,-7.339263633419017,-7.326624520749518
178,-7.964598747800691,-7.717125528517615,-7.5778979293939175,-7.496534530377435,-7.444364198904592,-7.408388037418355,-7.382177978428299,-7.3622585584213125,-7.346606255072382,-7.333970101320387
179,-7.9718877949884765,-7.724415088951812,-7.585188284118968,-7.503825970274934,-7.451657026452326,-7.415682550785876,-7.3894744838958095,-7.369557361413114,-7.353907661884744,-7.3412744160334285
180,-7.979136288859835,-7.731664085848878,-7.59243806211222,-7.511076820073754,-7.4589092397146075,-7.422936422877234,-7.396730316117385,-7.376815451111247,-7.361168309314875,-7.348537924004134
181,-7.986344684006709,-7.738872969314682,-7.5996477157130045,-7.518287525542727,-7.466121285580598,-7.43015010468198,-7.403945924740627,-7.384033279070931,-7.368388654203524,-7.355761081373095
182,-7.993513419655724,-7.746042189811946,-7.60681768880729,-7.525458531719123,-7.473293614144906,-7.437324036068195,-7.411121749688565,-7.391211289596682,-7.375569138451239,-7.36294433395434
183,-8.000642913235222,-7.753172166414078,-7.613948410970252,-7.5325902738438995,-7.480426653738685,-7.444458656998861,-7.418258235275834,-7.398349921341043,-7.382710205158768,-7.370088123636154
184,-8.007733622306432,-7.760263342344856,-7.621040315844893,-7.539683179397177,-7.48752083585788,-7.451554393734157,-7.42535580308943,-7.405449604799183,-7.389812284499476,-7.377192877556896
185,-8.014785943274202,-7.767316130182276,-7.628093819977945,-7.546737670579967,-7.494576579039677,-7.458611667706007,-7.432414880488441,-7.412510764358556,-7.396875797061557,-7.384259025895998
186,-8.021800302965117,-7.774330935638346,-7.6351093378180845,-7.553754157115147,-7.501594301797692,-7.46563089643714,-7.4394358857944685,-7.419533811478592,-7.403901164892167,-7.391286984244547
187,-8.028777094749989,-7.781308180837691,-7.6420872769527275,-7.560733049188463,-7.508574415630756,-7.472612485524169,-7.446419220765509,-7.426519161054214,-7.410888794922979,-7.398277162953986
188,-8.035716723672442,-7.788248253071131,-7.64902803525273,-7.5676747488203615,-7.515517310270563,-7.479556838801414,-7.453365290881552,-7.433467212784876,-7.417839092802122,-7.405229969914229
189,-8.042619592433807,-7.795151556253672,-7.655932011259062,-7.574579649093956,-7.522423389349198,-7.4864643522413274,-7.460274494641946,-7.440378366687932,-7.424752453420643,-7.412145802015749
190,-8.049486086139082,-7.80201847493962,-7.662799590981523,-7.5814481400068585,-7.529293034817967,-7.493335410671534,-7.467147218727745,-7.4472530105944115,-7.431629270930607,-7.419025049936821
191,-8.056316577719748,-7.808849388802186,-7.669631156493818,-7.588280597497561,-7.536126636579228,-7.500170400772168,-7.473983848887107,-7.4540915284360185,-7.438469929383766,-7.425868101577287
192,-8.06311144526382,-7.815644671652282,-7.6764270839292355,-7.595077405095799,-7.5429245684810775,-7.50696970053506,-7.480784761184479,-7.460894301006855,-7.445274808296393,-7.432675333652251
193,-8.069871057205491,-7.822404694006973,-7.683187739092834,-7.601838930202466,-7.5496871961937115,-7.513733678017574,-7.487550326718091,-7.4676616948408885,-7.452044278338909,-7.439447123567461
194,-8.076595779251475,-7.829129819021949,-7.689913494428938,-7.608565537410906,-7.556414896683112,-7.520462697038476,-7.49428090979212,-7.474394085390319,-7.458778710246657,-7.4461838350016585
195,-8.08328598213886,-7.83582041609485,-7.696604699028666,-7.615257584575249,-7.563108017574863,-7.5271571235929535,-7.500976875804576,-7.481091823621261,-7.465478460145285,-7.452885832475263
196,-8.089942002810623,-7.842476825020003,-7.703261712761993,-7.621915428163517,-7.569766912345222,-7.5338173082179205,-7.5076385753542505,-7.487755270353386,-7.472143886958256,-7.459553473383989
197,-8.096564198475019,-7.84909940181161,-7.709884883508177,-7.62853941238496,-7.576391937270207,-7.540443597428593,-7.514266362092059,-7.4943847769161716,-7.478775343440064,-7.466187108319958
198,-8.103152895853162,-7.855688479081445,-7.71647455042832,-7.635129884388376,-7.582983428406335,-7.547036340927259,-7.520860571699021,-7.50098068281097,-7.485373169361563,-7.472787081584882
199,-8.109708447552686,-7.862244406522842,-7.723031050305817,-7.6416871737397996,-7.589541733972018,-7.5535958680945265,-7.527421550715456,-7.507543328518116,-7.491937707466981,-7.479353736491225
200,-8.116231180398579,-7.868767502633512,-7.72955471936486,-7.6482116206122335,-7.596067174145153,-7.560122520792587,-7.533949627881915,-7.514073052296114,-7.498469294520434,-7.485887405006295
201,-8.122721428636956,-7.875258104012043,-7.736045879370394,-7.654703552927046,-7.602560083037364,-7.566616622479854,-7.540445133527735,-7.520570178976689,-7.504968254638521,-7.492388417839628
202,-8.129179492451021,-7.881716531826527,-7.742504857798573,-7.661163287502522,-7.6090207826537455,-7.5730784950173,-7.546908393881663,-7.527035033690848,-7.511434919510169,-7.498857103616332
203,-8.135605711438135,-7.888143099719109,-7.748931971506704,-7.6675911473021605,-7.615449594165376,-7.579508461428135,-7.553339722232855,-7.533467936839577,-7.517869601252617,-7.505293778358385
204,-8.14200038440891,-7.894538122589257,-7.755327534132526,-7.673987440205744,-7.621846822525106,-7.585906833038364,-7.559739437255915,-7.539869202811716,-7.524272622384185,-7.511698761308995
205,-8.148363831283081,-7.90090190965981,-7.761691847315945,-7.6803524794526625,-7.62821278687915,-7.5922739158419015,-7.566107846411174,-7.54623913871234,-7.5306442914789935,-7.518072359742214
206,-8.154696350562846,-7.907234765462589,-7.768025222852578,-7.686686567450868,-7.634547783805862,-7.59861002169111,-7.572445259474876,-7.5525780536361635,-7.536984908953709,-7.5244148855751085
207,-8.16099824293473,-7.913536986751289,-7.774327957400481,-7.692990006214509,-7.640852115182816,-7.60491544511804,-7.578751968516437,-7.558886247514027,-7.543294783330371,-7.530726637467545
208,-8.16726979459543,-7.919808867943834,-7.780600343461888,-7.6992630861467575,-7.64712608263718,-7.611190482654797,-7.585028276352768,-7.565164018583206,-7.549574209240625,-7.53700791546178
209,-8.173511316727398,-7.926050698350369,-7.786842675476346,-7.705506102734774,-7.653369964962155,-7.6174354325228215,-7.591274473782241,-7.571411651842646,-7.555823480594416,-7.54325900783239
210,-8.179723071844348,-7.93226277713498,-7.793055238291458,-7.711719339774501,-7.659584064478618,-7.6236505725899635,-7.597490845246014,-7.5776294467669665,-7.56204288113842,-7.549480206514508
211,-8.185905356532828,-7.938445370742581,-7.799238316321448,-7.717903083806957,-7.6657686515422565,-7.629836191753136,-7.603677675113614,-7.583817677388371,-7.56823270199488,-7.5556717994035125
212,-8.192058441496423,-7.944598767872241,-7.805392191092737,-7.7240576068668885,-7.671924011822378,-7.63599256590359,-7.609835251493877,-7.589976631621116,-7.574393215167224,-7.561834064834842
213,-8.198182597749389,-7.950723227439059,-7.811517125964766,-7.730183193547029,-7.678050416903201,-7.642119970521744,-7.615963838779333,-7.596106581952813,-7.580524705398262,-7.567967276935924
214,-8.204278109781182,-7.956819049789438,-7.817613404375318,-7.736280102497066,-7.684148142359065,-7.648218685251568,-7.622063712166276,-7.602207800892277,-7.586627443471956,-7.574071714402089
215,-8.21034524295041,-7.962886462307997,-7.823681286581355,-7.7423486124592005,-7.690217451307115,-7.654288968548752,-7.628135143146346,-7.608280551524049,-7.592701697585552,-7.58014764119753
216,-8.216384255773638,-7.968925767625341,-7.829721035588089,-7.748388983359583,-7.6962586096562475,-7.660331082406626,-7.634178397020763,-7.614325108905939,-7.598747730949015,-7.586195326731769
217,-8.222395397298056,-7.974937203830957,-7.83573291520186,-7.754401472143398,-7.702271876712832,-7.666345300078879,-7.640193726945104,-7.620341724284232,-7.604765806800217,-7.592215032187022
218,-8.228378936983141,-7.980921027764647,-7.84171717777032,-7.760386340271077,-7.708257510150051,-7.672331865763133,-7.646181394737043,-7.6263306612305275,-7.6107561786511315,-7.598207013838063
219,-8.234335130998437,-7.986877488971211,-7.84767407857302,-7.766343832103655,-7.7142157600117685,-7.678291037437377,-7.652141652215622,-7.632292171674989,-7.616719106898066,-7.604171523693239
220,-8.240264219265997,-7.992806852873826,-7.853603870524037,-7.772274205280907,-7.7201468777998965,-7.684223063282526,-7.658074748951563,-7.638226505894059,-7.6226548415794335,-7.610108819566875
221,-8.246166439373846,-7.998709347826311,-7.859506787856508,-7.77817770245375,-7.726051114613368,-7.690128194262248,-7.663980933682357,-7.644133910426433,-7.628563623650743,-7.6160191446610295
222,-8.252042058979606,-8.004585229250468,-7.865383078857772,-7.7840545655717355,-7.731928699277275,-7.696006666950437,-7.6698604523286695,-7.650014625887807,-7.634445702600279,-7.621902746894489
223,-8.257891288678866,-8.01043472078583,-7.871232990404179,-7.789905033965458,-7.737779883384132,-7.701858721528547,-7.675713538644872,-7.655868900712909,-7.640301318801493,-7.6277598644367455
224,-8.263714382449816,-8.016258080770383,-7.877056743866659,-7.795729342335361,-7.743604904204192,-7.7076846028492065,-7.6815404336503645,-7.661696960061489,-7.646130705179443,-7.633590732998591
225,-8.2695115670998,-8.022055509396369,-7.882854583962092,-7.801527729421446,-7.749403986043285,-7.713484534838855,-7.687341365667712,-7.667499049081011,-7.65193410170124,-7.63939559049207
226,-8.275283075004214,-8.027827271097296,-7.888626729309935,-7.807300421962311,-7.755177367031028,-7.7192587526137055,-7.693116570400478,-7.673275393578482,-7.657711737071648,-7.645174665340328
227,-8.281029124359788,-8.033573573043824,-7.894373422736161,-7.813047643231572,-7.760925264281844,-7.725007482271112,-7.698866274382989,-7.679026222342661,-7.6634638348665955,-7.650928187719045
228,-8.286749935225252,-8.039294633920408,-7.900094868943962,-7.818769622350035,-7.766647913947463,-7.730730944174126,-7.704590700445334,-7.684751754247277,-7.669190628988147,-7.656656381093365
229,-8.292445746934455,-8.044990694679214,-7.905791309202346,-7.824466577892362,-7.772345531512045,-7.73642936787841,-7.710290069760804,-7.690452221983364,-7.674892331717274,-7.662359474091042
230,-8.298116760295471,-8.050661953847348,-7.911462942270173,-7.830138723249682,-7.778018330943535,-7.742102959660281,-7.715964600131114,-7.696127836196105,-7.680569171024344,-7.668037677992345
231,-8.303763211092102,-8.05630864638409,-7.917109996915694,-7.835786280272938,-7.783666532010296,-7.747751945785997,-7.721614516310724,-7.701778815104195,-7.686221358232077,-7.673691216270887
232,-8.30938529222314,-8.061930960231917,-7.922732674966503,-7.84140945861215,-7.789290350041071,-7.753376537061814,-7.727240020275904,-7.707405368429169,-7.691849103778446,-7.679320294799226
233,-8.314983229037914,-8.067529117147485,-7.928331193725887,-7.847008469361045,-7.794889989518786,-7.7589769411759395,-7.732841321382157,-7.71300771666116,-7.697452624985935,-7.684925128615706
234,-8.320557199313669,-8.073103324025938,-7.933905751863578,-7.852583519646567,-7.800465660557919,-7.764553364042385,-7.738418639590723,-7.7185860532460815,-7.703032126141411,-7.690505929871896
235,-8.326107430889067,-8.078653783000897,-7.939456565120767,-7.858134810932054,-7.806017558943708,-7.770106011303235,-7.74397216218023,-7.7241405914012455,-7.708587810548301,-7.6960628986377415
236,-8.33163412074936,-8.084180696073485,-7.94498382716486,-7.863662545535242,-7.811545902073829,-7.775635086904095,-7.74950210913321,-7.729671535502061,-7.714119888747456,-7.701596239820144
